"user_id","wcst_logit_h","wcst_logit_h_sd","wcst_log_d","wcst_log_d_sd","wcst_kappa","wcst_kappa_sd"
"ch_pi_2004_02_25_126_f",-0.185263143665448,0.2519263762481,1.41406841524324,0.134311235136522,0.779764555547999,0.177806388111805
"so_be_2008_12_15_399_f",-1.09806916809041,0.262082017621734,1.56848514393164,0.0992919624883387,0.899453716112499,0.175041572253782
"fr_la_2004_05_17_363_f",-2.09325260755831,0.45643047462189,1.75454588361549,0.124923131633841,0.923036513894501,0.205961415830236
"ca_so_2001_01_09_118_f",-1.67556015469792,0.389458141223394,1.66111415112102,0.100301085257773,0.886910390851001,0.18707565212354
"fr_bo_1993_09_09_170_f",-1.04523625448967,0.28933177492765,1.54172296778999,0.107245227620784,0.80856500264675,0.17500380240544
"ch_ri_1993_05_05_564_f",-1.23737422501937,0.292308969033473,1.63130174498515,0.105772544786642,0.868276610400502,0.179220827414944
"ch_pi_2001_10_08_418_f",-2.1494120326676,0.476702557902847,1.77369749717832,0.131131341949118,0.919897660343001,0.21152751696353
"em_bi_2007_12_28_766_f",-0.506199149505491,0.229623693406659,1.45548342747529,0.12265380249233,0.809115854077249,0.169563591557881
"fr_ro_1982_08_15_048_f",-0.815970638670638,0.242917577027202,1.54536928470324,0.106082777059414,0.75389288541547,0.181169436054553
"ch_ma_2001_10_27_331_f",-1.82236954690222,0.439504994722712,1.70949504180072,0.110589663945623,0.898980301986901,0.191287725978003
"gr_de_2002_09_21_426_f",-1.40768204982542,0.357917823434094,1.63001889174183,0.0996904222058651,0.86179306730175,0.171781792977601
"gi_va_1992_04_14_174_f",-2.00873949534949,0.45654592044546,1.72669661140132,0.115771411001406,0.9078417883625,0.19110560882113
"fr_au_1987_12_16_221_f",-1.45330964979591,0.3410210518734,1.62345428055428,0.0983028355017724,0.890906514847497,0.170874555988204
"il_fu_2002_12_30_306_f",-1.08679895420607,0.29431016864388,1.54447095117774,0.107489326279003,0.854611881740249,0.170104744749935
"ma_za_2002_02_28_051_f",-0.468003191462906,0.232798166296053,1.49113868840626,0.117288377428675,0.82587122288375,0.167131134838649
"es_bo_2004_07_23_474_f",-1.15782966797836,0.329404216094574,1.52191088085215,0.109556948262517,0.699550332769609,0.218822661096448
"ir_to_2007_08_01_838_f",-1.31571745007234,0.310174503993147,1.63933904458322,0.103341758067125,0.833331202914124,0.180376671611071
"ar_ce_2005_04_20_937_f",-1.60716248826212,0.404659540789159,1.64504101678418,0.103240943843691,0.919597940617501,0.182382223453208
"gi_ba_2008_01_31_376_f",-1.48436897126688,0.358150401447159,1.60480112025237,0.0999938341066204,0.90121249879075,0.178375410117771
"cl_pu_2007_05_24_423_f",-0.9314887801447,0.245563996097696,1.60416806103096,0.109073042649827,0.830543865481502,0.172197450912274
"bi_di_2006_04_20_725_f",-1.96355870721053,0.451065737586409,1.72024185743603,0.120822360224342,0.9355750854475,0.197507904926902
"gi_fi_1996_03_09_339_f",-2.15013802506159,0.472485279792475,1.77053669072331,0.133056180057648,0.920120962054251,0.210217836102286
"ch_ca_1998_01_31_179_f",-1.61657244158227,0.443385779056714,1.61924252986428,0.101683099243058,1.0141572930925,0.225069113030344
"mi_pr_1997_07_03_575_f",-1.65077967235898,0.407944794603724,1.64684864221247,0.100384757568892,0.916572440709999,0.179142050861669
"fr_tr_1997_09_19_223_f",-1.96440278715371,0.428237049423459,1.72085474899884,0.115987809997834,0.907391790677502,0.191003491527535
"el_gi_1994_06_25_443_f",-1.05427701002207,0.275968543826777,1.56947012729615,0.102649847884408,0.843927612249502,0.169290198212929
"el_ch_1994_09_27_944_f",-2.12075965349991,0.478843114367611,1.77401404836835,0.134115735888151,0.920704361039001,0.205635330483613
"fr_pl_2002_02_14_755_f",-2.0976091243791,0.455669014314199,1.72356807868228,0.11706920453436,0.915733369023974,0.198618327853912
"si_sc_1992_12_23_119_f",-1.87926652207734,0.433295673352116,1.68511797479269,0.108353146959158,0.9267786839175,0.19072361778275
"su_or_1993_01_13_765_f",-1.34379684287769,0.361791976698492,1.63671018575113,0.10787830194201,0.943868996232497,0.185656322391207
"al_an_1996_06_03_205_f",-1.97026098128485,0.468494679490113,1.72163787125507,0.116017202454567,0.947934652843499,0.196065532457802
"na_ge_1996_05_29_070_f",-2.0356136635249,0.503191833743014,1.69782024969808,0.108967430226844,0.913370638082,0.20205223944165
"ma_ce_2002_04_17_755_f",-1.81437770592418,0.441995896047713,1.63625718803603,0.104714750992642,0.925136723456,0.197397149914494
"gi_ma_1998_10_27_642_f",-1.55519350334507,0.385839136350311,1.61783939314564,0.100753057464332,0.852063767685249,0.176178539697949
"ga_gi_1992_02_10_570_f",-1.86798025952992,0.422328739500012,1.68948632704728,0.107954960347047,0.879525681620249,0.187752912002957
"gi_gi_1993_06_23_188_f",-1.55059410206976,0.364807378867159,1.63025941701652,0.102717916359569,0.873453800035501,0.181746578055843
"el_ma_2001_07_17_978_f",-1.85949638997492,0.451493848249604,1.69666684515423,0.109360987294205,0.879688434071188,0.189578937217828
"ca_sa_2001_06_01_608_f",-1.88257496753365,0.424316542617163,1.71576374072729,0.110847587544653,0.900415675654999,0.188510099112822
"el_pa_2000_09_28_331_f",-1.88608141752285,0.435590151573363,1.71371993856105,0.113946440739834,0.89558166342125,0.189524753477679
"el_ta_2000_01_02_570_f",-2.14649230645113,0.475532372522524,1.77063651008936,0.133518083046741,0.921208175488748,0.204451032227513
"re_ve_2001_03_28_201_f",-1.16173696264858,0.278268237168501,1.59226056077333,0.101648647720343,0.8648247024565,0.169643031255837
"an_ma_2001_06_27_832_f",-1.39425897257985,0.345350353749913,1.64503609651011,0.103811128430014,0.847993783841475,0.171523042077259
"al_lo_2001_02_10_286_f",-1.95257420651326,0.486977086874777,1.69971077021782,0.107933847362486,0.961637608402499,0.201430736291881
"el_nu_2001_02_09_373_f",-1.81217289706024,0.442893396124892,1.72283181784975,0.121019849131616,0.91335325095275,0.19410420545276
"be_ba_1995_04_27_656_f",-1.57640220570298,0.371370104803532,1.66858602190018,0.106641183425832,0.926554739306999,0.189241002779125
"al_me_2001_06_24_456_f",-1.80991091052016,0.428314659023532,1.66897234405116,0.106191160865164,0.951382153885001,0.199617835065651
"la_sa_2001_11_15_307_f",-2.04876659415795,0.450923010652,1.73869083533669,0.120057524535566,0.91901771523025,0.19473698915925
"giulia_toma_1997_07_30_762_f",-1.5928835003143,0.367704499735162,1.67869171043265,0.106383748920527,0.84736772466825,0.178151040934373
"fr_ba_1997_10_29_663_f",-1.61464461284596,0.407238461799339,1.66106128537167,0.10378634238325,0.94465319969275,0.193868006311873
"so_go_1997_05_16_135_f",-2.16134150778593,0.459533663648552,1.77295341936232,0.133961028440653,0.925169686874,0.206439643683513
"al_la_2001_07_14_104_f",-2.07363535464413,0.450799604571503,1.73319029365729,0.121314440836854,0.892192559459225,0.202270405848525
"ar_cr_1996_08_05_738_f",-1.77549380553851,0.436316863599867,1.69139731911087,0.108725544461805,0.941990720712501,0.200983702257755
"ma_sp_2000_08_01_464_f",-1.30057258618961,0.307040020232431,1.61770837793559,0.101112716383377,0.833999566226775,0.173538674639954
"el_la_1996_02_10_228_f",-1.94737490481849,0.449702637713037,1.72395060587591,0.111792115435473,0.931261953990253,0.198187640819358
"sa_pa_2001_05_14_311_f",-1.72451500065106,0.43302007610658,1.64600750916655,0.102843431578394,0.909513766037501,0.182835116532543
"gi_lu_2001_07_05_641_f",-2.10118045735575,0.459729126575487,1.75247291985496,0.124187189090281,0.917642186522502,0.202766125463723
"ca_va_2001_08_28_797_f",-1.44484284622706,0.360234718692734,1.60470456257364,0.10172106769557,0.768916756406449,0.199480867682503
"so_mo_2001_10_27_943_f",-1.85823624211668,0.427713386466887,1.67190993325842,0.107261363471136,0.930423438582498,0.191922813266832
"ma_pe_2000_09_06_022_f",-2.02794294109378,0.454157754598995,1.72333705028936,0.116103610236041,0.887391178349623,0.195744085619516
"ma_ca_1995_10_01_691_f",-2.09601091286699,0.444750776407074,1.75545274465558,0.12257963672258,0.916657805630248,0.193465435797722
"gi_sa_2000_07_05_104_f",-1.5572942583279,0.367631614273725,1.69603849610922,0.115487591765827,0.863723268668875,0.178384956344695
"an_am_1993_05_20_789_f",-1.09997440613869,0.255806010305403,1.56896369189391,0.103741813110081,0.8835459805575,0.164788396853325
"la_or_2001_09_18_400_f",-1.52945860909911,0.375356393550612,1.67417246536912,0.105678477585822,0.861997224748749,0.176630363926763
"fe_te_2000_05_17_086_f",-0.740849364943178,0.220211878184554,1.54898051033446,0.105709494713136,0.816246960444752,0.165830092690211
"ar_lo_2001_11_02_365_f",-1.53476556887516,0.388200337718717,1.66404438652078,0.104235152697143,0.814553649140426,0.186134312672646
"ma_pr_2000_09_18_430_f",-1.57687396727556,0.368962375377707,1.62121196826775,0.102379824082736,0.970232186769999,0.199048625084088
"fe_ro_1999_10_25_558_f",-1.62999224427722,0.39542505699588,1.61701379616266,0.101223577941861,0.81396530639825,0.180508112903134
