"insieme","rip","fold","auc","k","lambda"
"PRL + WCST",18,2,1,Inf,4.77050643376437
"PRL + WCST",18,3,0.746031746031746,Inf,1.97657098781438
"PRL + WCST",18,4,0.873015873015873,Inf,0.058251101064754
"PRL + WCST",18,5,0.698412698412698,5,0.0179929088389563
"PRL + WCST",19,1,0.619047619047619,5,0.0134137648849815
"PRL + WCST",19,2,0.904761904761905,5,1.47353931186569
"PRL + WCST",19,3,0.920634920634921,5,4.77050643376437
"PRL + WCST",19,4,0.936507936507937,Inf,0.455154632691744
"PRL + WCST",19,5,0.714285714285714,5,0.455154632691744
"PRL + WCST",20,1,0.920634920634921,Inf,0.252963340594654
"PRL + WCST",20,2,0.634920634920635,3,0.104810675122694
"PRL + WCST",20,3,0.936507936507937,5,0.058251101064754
"PRL + WCST",20,4,0.73015873015873,Inf,0.18858489228321
"PRL + WCST",20,5,0.698412698412698,5,0.610533722923716
"TS + WCST",1,1,0.761904761904762,Inf,1.0985277619675
"TS + WCST",1,2,0.793650793650794,Inf,0.0179929088389563
"TS + WCST",1,3,0.841269841269841,Inf,0.104810675122694
"TS + WCST",1,4,0.857142857142857,Inf,0.104810675122694
"TS + WCST",1,5,0.825396825396825,Inf,0.339319077525618
"TS + WCST",2,1,0.714285714285714,5,0.610533722923716
"TS + WCST",2,2,0.714285714285714,Inf,0.18858489228321
"TS + WCST",2,3,0.825396825396825,Inf,0.0781366573973904
"TS + WCST",2,4,0.857142857142857,Inf,8.58352873783764
"TS + WCST",2,5,0.746031746031746,Inf,0.058251101064754
"TS + WCST",3,1,0.825396825396825,Inf,0.104810675122694
"TS + WCST",3,2,0.650793650793651,Inf,0.252963340594654
"TS + WCST",3,3,0.968253968253968,Inf,0.1405905753532
"TS + WCST",3,4,0.682539682539683,Inf,0.104810675122694
"TS + WCST",3,5,0.936507936507937,Inf,4.77050643376437
"TS + WCST",4,1,0.666666666666667,Inf,0.818955581365116
"TS + WCST",4,2,0.80952380952381,Inf,1.0985277619675
"TS + WCST",4,3,0.80952380952381,Inf,0.0434263620722724
"TS + WCST",4,4,0.80952380952381,Inf,0.01
"TS + WCST",4,5,0.952380952380952,Inf,0.252963340594654
"TS + WCST",5,1,0.904761904761905,Inf,0.058251101064754
"TS + WCST",5,2,0.698412698412698,Inf,0.1405905753532
"TS + WCST",5,3,0.73015873015873,Inf,0.610533722923716
"TS + WCST",5,4,0.793650793650794,5,6.39904516848067
"TS + WCST",5,5,0.857142857142857,Inf,0.0781366573973904
"TS + WCST",6,1,0.984126984126984,Inf,0.455154632691744
"TS + WCST",6,2,0.761904761904762,Inf,0.18858489228321
"TS + WCST",6,3,0.666666666666667,Inf,0.455154632691744
"TS + WCST",6,4,0.80952380952381,Inf,0.0781366573973904
"TS + WCST",6,5,0.825396825396825,Inf,0.1405905753532
"TS + WCST",7,1,0.904761904761905,Inf,0.339319077525618
"TS + WCST",7,2,0.80952380952381,Inf,0.1405905753532
"TS + WCST",7,3,0.682539682539683,3,4.77050643376437
"TS + WCST",7,4,0.920634920634921,Inf,0.339319077525618
"TS + WCST",7,5,0.698412698412698,Inf,15.4442650096474
"TS + WCST",8,1,0.761904761904762,Inf,0.1405905753532
"TS + WCST",8,2,0.888888888888889,Inf,0.1405905753532
"TS + WCST",8,3,0.777777777777778,5,0.0179929088389563
"TS + WCST",8,4,0.793650793650794,5,0.0434263620722724
"TS + WCST",8,5,0.682539682539683,5,1.0985277619675
"TS + WCST",9,1,0.761904761904762,Inf,0.455154632691744
"TS + WCST",9,2,0.873015873015873,Inf,0.818955581365116
"TS + WCST",9,3,0.73015873015873,Inf,0.252963340594654
"TS + WCST",9,4,0.746031746031746,Inf,0.818955581365116
"TS + WCST",9,5,0.920634920634921,Inf,0.0434263620722724
"TS + WCST",10,1,0.888888888888889,Inf,0.610533722923716
"TS + WCST",10,2,0.920634920634921,Inf,0.455154632691744
"TS + WCST",10,3,0.80952380952381,Inf,0.1405905753532
"TS + WCST",10,4,0.841269841269841,Inf,0.058251101064754
"TS + WCST",10,5,0.73015873015873,Inf,0.104810675122694
"TS + WCST",11,1,0.873015873015873,Inf,0.104810675122694
"TS + WCST",11,2,0.523809523809524,2,1.0985277619675
"TS + WCST",11,3,0.873015873015873,Inf,0.1405905753532
"TS + WCST",11,4,0.746031746031746,Inf,0.0179929088389563
"TS + WCST",11,5,0.80952380952381,Inf,0.104810675122694
"TS + WCST",12,1,0.73015873015873,Inf,0.058251101064754
"TS + WCST",12,2,0.777777777777778,Inf,0.104810675122694
"TS + WCST",12,3,0.793650793650794,2,0.0134137648849815
"TS + WCST",12,4,0.920634920634921,Inf,0.252963340594654
"TS + WCST",12,5,0.714285714285714,Inf,8.58352873783764
"TS + WCST",13,1,0.793650793650794,Inf,0.818955581365116
"TS + WCST",13,2,0.73015873015873,Inf,0.01
"TS + WCST",13,3,0.80952380952381,5,0.455154632691744
"TS + WCST",13,4,0.857142857142857,Inf,0.0781366573973904
"TS + WCST",13,5,0.936507936507937,Inf,0.1405905753532
"TS + WCST",14,1,0.857142857142857,3,3.55642615974698
"TS + WCST",14,2,0.682539682539683,Inf,0.0134137648849815
"TS + WCST",14,3,0.936507936507937,Inf,0.339319077525618
"TS + WCST",14,4,0.777777777777778,Inf,0.252963340594654
"TS + WCST",14,5,0.841269841269841,Inf,0.104810675122694
"TS + WCST",15,1,0.841269841269841,Inf,1.0985277619675
"TS + WCST",15,2,0.873015873015873,Inf,0.0434263620722724
"TS + WCST",15,3,0.825396825396825,Inf,0.0434263620722724
"TS + WCST",15,4,0.714285714285714,5,0.0134137648849815
"TS + WCST",15,5,0.634920634920635,2,0.610533722923716
"TS + WCST",16,1,0.714285714285714,Inf,0.252963340594654
"TS + WCST",16,2,0.888888888888889,Inf,0.610533722923716
"TS + WCST",16,3,0.857142857142857,Inf,6.39904516848067
"TS + WCST",16,4,0.777777777777778,5,0.339319077525618
"TS + WCST",16,5,0.80952380952381,Inf,0.058251101064754
"TS + WCST",17,1,0.80952380952381,Inf,0.104810675122694
"TS + WCST",17,2,0.841269841269841,5,0.252963340594654
"TS + WCST",17,3,0.825396825396825,Inf,0.1405905753532
"TS + WCST",17,4,0.873015873015873,5,0.01
"TS + WCST",17,5,0.73015873015873,Inf,0.1405905753532
"TS + WCST",18,1,0.650793650793651,Inf,0.032374476848699
"TS + WCST",18,2,0.984126984126984,Inf,0.818955581365116
"TS + WCST",18,3,0.761904761904762,Inf,1.97657098781438
"TS + WCST",18,4,0.888888888888889,Inf,0.0781366573973904
"TS + WCST",18,5,0.523809523809524,3,0.01
"TS + WCST",19,1,0.634920634920635,Inf,0.610533722923716
"TS + WCST",19,2,0.777777777777778,5,0.01
"TS + WCST",19,3,0.857142857142857,Inf,0.1405905753532
"TS + WCST",19,4,0.904761904761905,Inf,1.47353931186569
"TS + WCST",19,5,0.714285714285714,5,0.818955581365116
"TS + WCST",20,1,0.873015873015873,Inf,0.1405905753532
"TS + WCST",20,2,0.888888888888889,5,0.818955581365116
"TS + WCST",20,3,0.857142857142857,Inf,0.0179929088389563
"TS + WCST",20,4,0.904761904761905,Inf,0.01
"TS + WCST",20,5,0.555555555555556,Inf,0.058251101064754
"tutti e tre",1,1,0.904761904761905,Inf,0.455154632691744
"tutti e tre",1,2,0.904761904761905,Inf,0.252963340594654
"tutti e tre",1,3,0.80952380952381,Inf,0.0179929088389563
"tutti e tre",1,4,0.761904761904762,Inf,0.18858489228321
"tutti e tre",1,5,0.825396825396825,Inf,6.39904516848067
"tutti e tre",2,1,0.666666666666667,3,0.0781366573973904
"tutti e tre",2,2,0.761904761904762,Inf,0.610533722923716
"tutti e tre",2,3,0.857142857142857,Inf,2.65132585090177
"tutti e tre",2,4,0.777777777777778,5,0.104810675122694
"tutti e tre",2,5,0.793650793650794,Inf,0.058251101064754
"tutti e tre",3,1,0.904761904761905,Inf,6.39904516848067
"tutti e tre",3,2,0.698412698412698,Inf,0.058251101064754
"tutti e tre",3,3,0.968253968253968,Inf,0.610533722923716
"tutti e tre",3,4,0.698412698412698,Inf,4.77050643376437
"tutti e tre",3,5,0.984126984126984,Inf,2.65132585090177
"tutti e tre",4,1,0.73015873015873,Inf,2.65132585090177
"tutti e tre",4,2,0.793650793650794,Inf,2.65132585090177
"tutti e tre",4,3,0.904761904761905,Inf,1.0985277619675
"tutti e tre",4,4,0.80952380952381,Inf,3.55642615974698
"tutti e tre",4,5,1,Inf,1.97657098781438
"tutti e tre",5,1,0.888888888888889,Inf,0.1405905753532
"tutti e tre",5,2,0.746031746031746,Inf,0.0781366573973904
"tutti e tre",5,3,0.888888888888889,Inf,1.97657098781438
"tutti e tre",5,4,0.841269841269841,Inf,4.77050643376437
"tutti e tre",5,5,0.952380952380952,Inf,0.610533722923716
"tutti e tre",6,1,1,Inf,1.47353931186569
"tutti e tre",6,2,0.761904761904762,Inf,4.77050643376437
"tutti e tre",6,3,0.746031746031746,Inf,4.77050643376437
"tutti e tre",6,4,0.746031746031746,Inf,0.0434263620722724
"tutti e tre",6,5,0.904761904761905,Inf,0.610533722923716
"tutti e tre",7,1,0.904761904761905,Inf,2.65132585090177
"tutti e tre",7,2,0.825396825396825,Inf,0.610533722923716
"tutti e tre",7,3,0.825396825396825,Inf,2.65132585090177
"tutti e tre",7,4,0.984126984126984,Inf,0.818955581365116
"tutti e tre",7,5,0.761904761904762,Inf,0.18858489228321
"tutti e tre",8,1,0.841269841269841,Inf,1.47353931186569
"tutti e tre",8,2,0.968253968253968,Inf,6.39904516848067
"tutti e tre",8,3,0.80952380952381,Inf,0.032374476848699
"tutti e tre",8,4,0.825396825396825,Inf,11.5137436372836
"tutti e tre",8,5,0.793650793650794,Inf,1.97657098781438
"tutti e tre",9,1,0.80952380952381,Inf,0.104810675122694
"tutti e tre",9,2,0.920634920634921,Inf,0.339319077525618
"tutti e tre",9,3,0.73015873015873,Inf,1.97657098781438
"tutti e tre",9,4,0.888888888888889,Inf,1.97657098781438
"tutti e tre",9,5,0.936507936507937,Inf,0.455154632691744
"tutti e tre",10,1,0.952380952380952,Inf,1.97657098781438
"tutti e tre",10,2,0.936507936507937,Inf,3.55642615974698
"tutti e tre",10,3,0.857142857142857,Inf,0.1405905753532
"tutti e tre",10,4,0.873015873015873,Inf,0.455154632691744
"tutti e tre",10,5,0.682539682539683,Inf,1.47353931186569
"tutti e tre",11,1,0.857142857142857,Inf,4.77050643376437
"tutti e tre",11,2,0.666666666666667,5,0.18858489228321
"tutti e tre",11,3,0.936507936507937,Inf,0.818955581365116
"tutti e tre",11,4,0.746031746031746,Inf,0.18858489228321
"tutti e tre",11,5,0.904761904761905,Inf,6.39904516848067
"tutti e tre",12,1,0.952380952380952,Inf,8.58352873783764
"tutti e tre",12,2,0.80952380952381,Inf,0.1405905753532
"tutti e tre",12,3,0.841269841269841,Inf,0.252963340594654
"tutti e tre",12,4,0.904761904761905,Inf,0.18858489228321
"tutti e tre",12,5,0.714285714285714,Inf,3.55642615974698
"tutti e tre",13,1,0.857142857142857,Inf,1.47353931186569
"tutti e tre",13,2,0.761904761904762,Inf,0.455154632691744
"tutti e tre",13,3,0.873015873015873,Inf,4.77050643376437
"tutti e tre",13,4,0.904761904761905,Inf,3.55642615974698
"tutti e tre",13,5,0.936507936507937,Inf,6.39904516848067
"tutti e tre",14,1,0.920634920634921,Inf,3.55642615974698
"tutti e tre",14,2,0.682539682539683,Inf,0.0241352648762664
"tutti e tre",14,3,1,Inf,1.97657098781438
"tutti e tre",14,4,0.904761904761905,Inf,6.39904516848067
"tutti e tre",14,5,0.825396825396825,5,0.339319077525618
"tutti e tre",15,1,0.873015873015873,Inf,6.39904516848067
"tutti e tre",15,2,0.777777777777778,Inf,3.55642615974698
"tutti e tre",15,3,0.952380952380952,Inf,1.0985277619675
"tutti e tre",15,4,0.825396825396825,Inf,0.032374476848699
"tutti e tre",15,5,0.857142857142857,Inf,6.39904516848067
"tutti e tre",16,1,0.73015873015873,Inf,1.97657098781438
"tutti e tre",16,2,0.888888888888889,Inf,6.39904516848067
"tutti e tre",16,3,0.80952380952381,5,0.0241352648762664
"tutti e tre",16,4,0.920634920634921,Inf,2.65132585090177
"tutti e tre",16,5,0.873015873015873,Inf,0.1405905753532
"tutti e tre",17,1,0.777777777777778,Inf,1.97657098781438
"tutti e tre",17,2,0.920634920634921,Inf,11.5137436372836
"tutti e tre",17,3,0.873015873015873,Inf,0.252963340594654
"tutti e tre",17,4,0.936507936507937,Inf,4.77050643376437
"tutti e tre",17,5,0.666666666666667,Inf,0.058251101064754
"tutti e tre",18,1,0.698412698412698,Inf,0.104810675122694
"tutti e tre",18,2,1,Inf,1.47353931186569
"tutti e tre",18,3,0.80952380952381,Inf,1.97657098781438
"tutti e tre",18,4,0.888888888888889,Inf,0.0781366573973904
"tutti e tre",18,5,0.793650793650794,Inf,1.0985277619675
"tutti e tre",19,1,0.714285714285714,Inf,3.55642615974698
"tutti e tre",19,2,0.793650793650794,Inf,0.1405905753532
"tutti e tre",19,3,0.936507936507937,Inf,4.77050643376437
"tutti e tre",19,4,0.968253968253968,Inf,8.58352873783764
"tutti e tre",19,5,0.80952380952381,Inf,0.610533722923716
"tutti e tre",20,1,0.904761904761905,Inf,0.1405905753532
"tutti e tre",20,2,0.698412698412698,2,0.032374476848699
"tutti e tre",20,3,0.873015873015873,Inf,0.0241352648762664
"tutti e tre",20,4,0.80952380952381,Inf,0.18858489228321
"tutti e tre",20,5,0.682539682539683,Inf,0.610533722923716
